customer_class,month_1_consumption,month_2_consumption,month_3_consumption,month_4_consumption,month_1_month,month_2_month,month_3_month,month_4_month,avg_consumption,consumption_trend,next_month_consumption
RESIDENT,4.88,6.55,6.01,5.49,9,10,11,12,5.73,0.2,1.5
FACTORY,742.71,770.25,641.68,393.77,6,7,8,9,637.1,-116.31,491.03
GOVERNMENT,217.0,219.88,199.18,207.55,8,9,10,11,210.9,-3.15,184.02
ORGANIZATION,193.06,224.95,212.89,248.72,3,4,5,6,219.91,18.55,206.17
FACTORY,1342.21,1253.04,1322.58,1572.02,10,11,12,1,1372.46,76.6,1562.5
RESIDENT,25.07,36.69,29.94,30.75,2,3,4,5,30.61,1.89,29.55
RESIDENT,31.04,31.56,35.51,27.82,6,7,8,9,31.48,-1.07,24.21
RESIDENT,14.85,10.84,8.41,10.56,7,8,9,10,11.16,-1.43,7.18
GOVERNMENT,317.91,312.45,314.17,322.43,10,11,12,1,316.74,1.51,346.42
RESIDENT,9.08,11.81,14.44,9.64,7,8,9,10,11.24,0.19,21.92
RESIDENT,28.93,35.62,41.68,43.11,2,3,4,5,37.33,4.73,35.69
FACTORY,823.9,651.77,671.2,579.77,5,6,7,8,681.66,-81.38,639.05
RESIDENT,7.59,7.14,9.16,11.14,7,8,9,10,8.76,1.18,4.52
RESIDENT,10.6,11.92,7.55,16.6,10,11,12,1,11.67,2.0,15.25
RESIDENT,28.17,19.82,18.13,19.59,11,12,1,2,21.43,-2.86,28.29
RESIDENT,22.78,32.64,28.51,35.51,11,12,1,2,29.86,4.24,33.4
RESIDENT,18.1,11.86,15.06,15.97,8,9,10,11,15.25,-0.71,19.97
RESIDENT,31.29,30.43,31.63,43.19,11,12,1,2,34.13,3.97,52.09
RESIDENT,16.22,16.83,10.65,14.24,4,5,6,7,14.48,-0.66,4.48
RESIDENT,6.45,8.77,11.55,11.62,2,3,4,5,9.6,1.72,14.11
FACTORY,1673.82,1486.83,2350.07,1463.59,4,5,6,7,1743.58,-70.08,1587.53
RESIDENT,23.98,24.25,22.76,18.45,7,8,9,10,22.36,-1.84,13.57
RESIDENT,33.59,33.24,31.38,30.18,7,8,9,10,32.1,-1.14,27.29
RESIDENT,9.84,5.74,21.56,14.81,11,12,1,2,12.99,1.66,20.63
ORGANIZATION,175.11,137.91,147.76,159.94,7,8,9,10,155.18,-5.06,176.23
ORGANIZATION,47.64,57.85,41.79,62.36,10,11,12,1,52.41,4.91,41.01
RESIDENT,11.39,19.83,18.76,19.91,11,12,1,2,17.47,2.84,26.64
RESIDENT,12.23,15.52,26.7,19.03,12,1,2,3,18.37,2.27,28.61
PUBLIC_SERVICE,92.95,77.34,59.29,60.0,7,8,9,10,72.4,-10.98,61.51
PUBLIC_SERVICE,59.78,72.53,92.67,75.25,11,12,1,2,75.06,5.16,71.19
ORGANIZATION,155.42,118.37,120.97,105.59,8,9,10,11,125.09,-16.61,134.4
RESIDENT,28.17,24.63,27.74,30.1,10,11,12,1,27.66,0.64,28.37
ORGANIZATION,96.34,107.0,166.86,138.59,12,1,2,3,127.2,14.08,153.07
RESIDENT,41.23,33.31,30.2,29.95,7,8,9,10,33.67,-3.76,31.37
ORGANIZATION,70.08,117.57,111.57,115.31,12,1,2,3,103.63,15.08,113.65
PUBLIC_SERVICE,109.85,135.79,118.28,124.61,3,4,5,6,122.13,4.92,125.12
RESIDENT,30.15,22.19,22.88,21.21,11,12,1,2,24.11,-2.98,21.33
RESIDENT,33.01,34.47,30.83,37.64,8,9,10,11,33.99,1.54,26.92
FACTORY,1392.31,1435.05,1223.22,1059.57,4,5,6,7,1277.54,-110.91,1181.3
PUBLIC_SERVICE,58.81,33.39,9.08,25.24,6,7,8,9,31.63,-11.19,40.71
RESIDENT,14.55,2.52,7.07,7.84,8,9,10,11,8.0,-2.24,12.56
RESIDENT,21.73,20.29,11.93,14.85,7,8,9,10,17.2,-2.29,11.63
RESIDENT,15.21,12.56,16.41,12.77,1,2,3,4,14.24,-0.81,15.79
RESIDENT,37.58,39.28,31.9,31.09,5,6,7,8,34.96,-2.16,24.24
FACTORY,1497.15,1521.84,1530.14,1794.59,3,4,5,6,1585.93,99.15,1467.67
RESIDENT,24.35,25.16,23.06,24.22,8,9,10,11,24.2,-0.04,23.83
ORGANIZATION,47.13,47.62,75.16,52.1,2,3,4,5,55.5,1.66,41.77
RESIDENT,16.16,19.34,32.86,22.55,1,2,3,4,22.73,2.13,30.3
RESIDENT,8.56,8.18,3.84,9.03,10,11,12,1,7.4,0.16,11.9
RESIDENT,1.92,3.98,4.15,10.53,9,10,11,12,5.14,2.87,5.09
RESIDENT,30.69,31.28,29.49,32.74,10,11,12,1,31.05,0.68,29.96
RESIDENT,28.66,26.42,23.86,19.54,5,6,7,8,24.62,-3.04,24.94
FACTORY,2386.02,1367.11,1491.36,1373.55,7,8,9,10,1654.51,-337.49,1256.82
PUBLIC_SERVICE,102.21,157.01,124.09,118.12,11,12,1,2,125.36,5.3,124.08
PUBLIC_SERVICE,121.31,118.02,98.41,112.95,6,7,8,9,112.67,-2.79,92.94
RESIDENT,18.55,25.32,19.93,23.4,8,9,10,11,21.8,1.62,21.53
GOVERNMENT,300.12,350.67,327.61,357.83,6,7,8,9,334.06,19.24,315.08
PUBLIC_SERVICE,123.93,129.4,102.74,99.68,6,7,8,9,113.94,-8.08,91.72
RESIDENT,19.27,15.84,16.1,11.1,4,5,6,7,15.58,-2.72,11.99
GOVERNMENT,340.27,299.43,335.32,328.07,1,2,3,4,325.77,-4.07,393.71
RESIDENT,24.39,10.05,13.8,10.5,9,10,11,12,14.68,-4.63,14.42
ORGANIZATION,24.94,41.21,52.6,66.19,10,11,12,1,46.23,13.75,79.72
RESIDENT,27.57,26.75,23.72,24.57,8,9,10,11,25.65,-1.0,31.1
FACTORY,1932.88,1980.15,1836.23,2144.12,10,11,12,1,1973.35,70.41,2089.5
GOVERNMENT,311.67,292.42,278.1,355.81,9,10,11,12,309.5,14.71,347.97
GOVERNMENT,112.18,159.86,158.86,104.69,4,5,6,7,133.9,-2.5,111.21
RESIDENT,16.43,16.04,23.28,25.98,12,1,2,3,20.43,3.18,25.23
RESIDENT,13.5,14.23,22.12,14.61,10,11,12,1,16.12,0.37,22.32
PUBLIC_SERVICE,64.54,61.66,77.95,86.73,3,4,5,6,72.72,7.4,67.03
RESIDENT,29.01,26.1,36.45,35.46,1,2,3,4,31.76,2.15,43.85
RESIDENT,6.32,6.39,0.5,11.77,11,12,1,2,6.25,1.82,17.45
RESIDENT,17.0,15.68,16.15,14.24,10,11,12,1,15.77,-0.92,13.45
GOVERNMENT,166.16,190.76,211.51,232.62,12,1,2,3,200.26,22.15,279.6
GOVERNMENT,669.0,515.88,470.12,480.0,4,5,6,7,533.75,-63.0,439.08
RESIDENT,35.31,35.74,32.33,33.21,6,7,8,9,34.15,-0.7,29.43
RESIDENT,34.65,31.09,35.74,28.96,6,7,8,9,32.61,-1.9,26.19
RESIDENT,35.14,24.04,27.7,23.23,8,9,10,11,27.53,-3.97,24.18
RESIDENT,25.29,29.89,31.07,31.44,11,12,1,2,29.42,2.05,42.85
FACTORY,1452.81,1483.22,1243.13,1349.05,6,7,8,9,1382.05,-34.59,1204.45
RESIDENT,26.67,22.52,21.82,24.65,2,3,4,5,23.91,-0.67,22.5
RESIDENT,2.26,0.5,2.94,7.58,10,11,12,1,3.32,1.77,11.38
RESIDENT,18.7,15.11,10.69,14.16,5,6,7,8,14.66,-1.51,16.77
PUBLIC_SERVICE,117.75,132.46,161.37,116.18,4,5,6,7,131.94,-0.52,115.58
RESIDENT,22.19,26.21,32.38,32.72,12,1,2,3,28.38,3.51,46.43
ORGANIZATION,181.24,101.73,127.56,123.17,3,4,5,6,133.43,-19.36,108.19
PUBLIC_SERVICE,50.27,84.3,81.38,86.18,1,2,3,4,75.53,11.97,101.35
RESIDENT,10.9,16.71,15.8,18.78,12,1,2,3,15.55,2.63,14.7
RESIDENT,14.85,15.65,19.07,8.71,6,7,8,9,14.57,-2.05,10.49
RESIDENT,32.83,24.72,38.51,21.37,6,7,8,9,29.36,-3.82,32.61
RESIDENT,33.51,19.23,18.74,16.65,8,9,10,11,22.03,-5.62,17.31
FACTORY,579.86,664.99,618.12,719.15,2,3,4,5,645.53,46.43,701.03
ORGANIZATION,198.21,181.02,201.78,192.42,12,1,2,3,193.36,-1.93,212.13
RESIDENT,35.09,36.54,27.37,40.25,6,7,8,9,34.81,1.72,28.18
RESIDENT,10.54,9.04,14.29,17.24,11,12,1,2,12.78,2.23,17.85
RESIDENT,9.83,9.67,12.77,9.11,4,5,6,7,10.34,-0.24,7.83
RESIDENT,26.62,26.95,21.28,21.6,5,6,7,8,24.11,-1.67,14.76
FACTORY,851.18,1054.17,1029.23,955.33,8,9,10,11,972.48,34.72,1510.8
ORGANIZATION,147.07,117.5,168.71,155.74,2,3,4,5,147.25,2.89,163.48
ORGANIZATION,84.33,24.94,41.21,52.6,9,10,11,12,50.77,-10.58,66.19
RESIDENT,38.28,34.07,33.66,30.17,7,8,9,10,34.05,-2.7,27.61
RESIDENT,13.65,10.17,19.1,12.83,1,2,3,4,13.94,-0.27,16.03
RESIDENT,15.55,8.42,12.4,3.47,6,7,8,9,9.96,-4.03,0.5
FACTORY,674.89,836.53,554.57,591.14,7,8,9,10,664.28,-27.92,571.75
ORGANIZATION,81.73,79.11,110.03,94.35,1,2,3,4,91.31,4.21,84.0
FACTORY,1649.29,1565.33,1736.54,1565.16,9,10,11,12,1629.08,-28.04,1413.73
RESIDENT,5.46,5.48,7.86,6.62,9,10,11,12,6.36,0.39,7.6
ORGANIZATION,172.95,184.78,172.02,155.01,7,8,9,10,171.19,-5.98,170.65
RESIDENT,10.4,11.11,12.45,13.04,10,11,12,1,11.75,0.88,17.99
RESIDENT,7.76,17.67,19.54,13.44,11,12,1,2,14.6,1.89,23.4
RESIDENT,11.3,23.77,23.47,27.15,12,1,2,3,21.42,5.28,30.01
RESIDENT,14.57,18.26,19.79,21.17,2,3,4,5,18.45,2.2,18.09
RESIDENT,14.9,16.22,14.41,16.59,1,2,3,4,15.53,0.56,18.67
FACTORY,1535.82,1620.48,1618.71,1462.8,1,2,3,4,1559.45,-24.34,1729.75
RESIDENT,31.09,39.8,26.85,16.5,6,7,8,9,28.56,-4.86,20.79
RESIDENT,15.22,20.11,21.56,26.4,12,1,2,3,20.82,3.73,34.58
ORGANIZATION,138.14,99.8,109.73,121.85,2,3,4,5,117.38,-5.43,143.49
RESIDENT,37.31,33.16,28.32,32.76,6,7,8,9,32.89,-1.52,22.62
PUBLIC_SERVICE,79.93,76.22,75.56,93.63,8,9,10,11,81.34,4.57,79.08
RESIDENT,33.21,29.43,32.55,32.89,9,10,11,12,32.02,-0.11,35.17
PUBLIC_SERVICE,128.01,124.85,128.69,132.3,7,8,9,10,128.46,1.43,130.0
RESIDENT,2.24,7.43,3.2,6.77,11,12,1,2,4.91,1.51,13.06
RESIDENT,6.88,9.68,9.02,7.14,8,9,10,11,8.18,0.09,4.16
GOVERNMENT,192.5,195.18,166.56,169.77,10,11,12,1,181.0,-7.58,214.56
RESIDENT,29.37,29.27,34.88,28.66,9,10,11,12,30.55,-0.24,40.64
RESIDENT,22.15,31.29,27.09,23.06,4,5,6,7,25.9,0.3,23.39
RESIDENT,16.9,17.35,16.13,14.68,9,10,11,12,16.27,-0.74,17.21
RESIDENT,25.72,28.14,36.19,31.85,2,3,4,5,30.48,2.04,35.91
RESIDENT,25.56,23.97,29.2,41.0,3,4,5,6,29.93,5.15,25.66
RESIDENT,19.7,14.55,17.8,14.81,7,8,9,10,16.71,-1.63,11.96
RESIDENT,26.87,19.46,17.62,16.56,7,8,9,10,20.13,-3.44,21.68
RESIDENT,37.17,27.45,26.76,21.53,7,8,9,10,28.23,-5.21,24.49
ORGANIZATION,115.12,119.13,111.32,93.45,7,8,9,10,109.75,-7.22,78.96
GOVERNMENT,421.79,771.79,451.43,519.67,1,2,3,4,541.17,32.63,515.71
RESIDENT,19.25,17.55,23.3,9.64,5,6,7,8,17.43,-3.2,13.38
RESIDENT,38.53,34.3,38.67,39.48,1,2,3,4,37.74,0.32,36.29
GOVERNMENT,217.74,230.48,277.25,165.25,5,6,7,8,222.68,-17.5,164.43
RESIDENT,16.89,12.21,21.92,16.96,8,9,10,11,17.0,0.02,14.59
RESIDENT,22.82,25.3,31.9,25.37,2,3,4,5,26.35,0.85,26.56
RESIDENT,35.16,37.03,46.62,44.44,2,3,4,5,40.81,3.09,44.14
RESIDENT,25.44,25.72,28.14,36.19,1,2,3,4,28.87,3.58,31.85
RESIDENT,18.57,13.04,19.91,17.6,8,9,10,11,17.28,-0.32,26.84
RESIDENT,34.69,33.53,33.94,32.41,4,5,6,7,33.64,-0.76,31.49
RESIDENT,15.37,20.89,22.9,23.68,2,3,4,5,20.71,2.77,16.79
RESIDENT,19.0,18.32,6.87,8.83,7,8,9,10,13.25,-3.39,12.02
RESIDENT,20.5,21.47,20.75,16.44,8,9,10,11,19.79,-1.35,19.95
ORGANIZATION,175.57,211.36,199.55,200.22,3,4,5,6,196.68,8.22,181.02
RESIDENT,4.82,3.3,3.59,6.97,9,10,11,12,4.67,0.72,4.04
PUBLIC_SERVICE,50.21,19.18,30.2,21.89,9,10,11,12,30.37,-9.44,26.15
GOVERNMENT,131.14,110.16,186.81,138.24,6,7,8,9,141.59,2.37,72.4
FACTORY,767.18,469.29,639.41,425.78,9,10,11,12,575.41,-113.8,577.56
ORGANIZATION,158.22,199.51,177.38,161.94,8,9,10,11,174.26,1.24,175.03
ORGANIZATION,93.85,50.92,72.11,59.43,9,10,11,12,69.08,-11.47,83.13
RESIDENT,26.19,23.23,31.49,25.68,6,7,8,9,26.65,-0.17,21.46
FACTORY,713.94,784.35,858.85,596.98,4,5,6,7,738.53,-38.99,699.75
RESIDENT,24.72,26.38,23.71,30.92,1,2,3,4,26.43,2.07,43.28
ORGANIZATION,129.21,214.81,142.91,143.12,9,10,11,12,157.51,4.64,146.72
ORGANIZATION,160.75,154.88,132.9,141.38,6,7,8,9,147.48,-6.46,119.27
RESIDENT,14.99,6.02,9.43,12.23,8,9,10,11,10.67,-0.92,7.68
PUBLIC_SERVICE,166.27,116.12,120.77,130.59,1,2,3,4,133.44,-11.89,134.55
ORGANIZATION,74.45,56.45,78.65,40.05,7,8,9,10,62.4,-11.47,58.81
RESIDENT,13.55,15.21,18.24,19.36,2,3,4,5,16.59,1.94,17.92
RESIDENT,16.35,18.85,21.01,18.05,12,1,2,3,18.57,0.57,24.16
RESIDENT,21.79,17.01,11.41,16.51,5,6,7,8,16.68,-1.76,9.73
RESIDENT,20.88,15.52,16.04,13.02,7,8,9,10,16.36,-2.62,9.82
ORGANIZATION,52.98,47.82,119.75,32.79,5,6,7,8,63.34,-6.73,30.92
FACTORY,1532.17,1433.2,2152.76,1398.55,7,8,9,10,1629.17,-44.54,1493.49
RESIDENT,21.56,14.81,20.63,21.38,1,2,3,4,19.59,-0.06,23.98
PUBLIC_SERVICE,110.31,105.96,112.62,144.33,12,1,2,3,118.31,11.34,127.57
RESIDENT,18.64,18.88,16.71,15.31,9,10,11,12,17.38,-1.11,19.32
RESIDENT,4.16,7.0,2.97,3.08,8,9,10,11,4.3,-0.36,7.1
PUBLIC_SERVICE,129.53,156.06,153.98,151.22,2,3,4,5,147.7,7.23,141.62
GOVERNMENT,240.88,239.08,217.79,256.0,9,10,11,12,238.44,5.04,276.07
RESIDENT,14.84,13.72,11.46,18.02,4,5,6,7,14.51,1.06,12.32
RESIDENT,31.5,23.82,29.09,30.59,4,5,6,7,28.75,-0.3,15.37
ORGANIZATION,211.15,196.62,192.69,205.57,5,6,7,8,201.51,-1.86,143.53
GOVERNMENT,185.66,179.59,181.09,202.95,10,11,12,1,187.32,5.76,267.65
RESIDENT,20.56,26.13,25.84,30.46,2,3,4,5,25.75,3.3,20.52
GOVERNMENT,247.94,278.11,360.32,274.16,12,1,2,3,290.13,8.74,319.96
RESIDENT,14.46,20.13,22.73,26.36,1,2,3,4,20.92,3.97,30.05
RESIDENT,36.82,33.42,32.22,28.43,8,9,10,11,32.72,-2.8,30.11
RESIDENT,11.38,21.56,11.57,16.11,3,4,5,6,15.15,1.58,15.02
PUBLIC_SERVICE,156.06,153.98,151.22,141.62,3,4,5,6,150.72,-4.81,127.47
FACTORY,425.87,561.51,643.91,637.45,12,1,2,3,567.18,70.53,866.98
RESIDENT,23.03,22.66,25.69,18.69,8,9,10,11,22.52,-1.45,18.24
ORGANIZATION,159.9,148.07,150.97,164.89,8,9,10,11,155.96,1.66,150.07
RESIDENT,12.78,9.28,16.92,10.2,3,4,5,6,12.3,-0.86,11.42
FACTORY,2088.53,2079.76,2051.34,1970.97,6,7,8,9,2047.65,-39.19,1905.7
RESIDENT,10.96,12.09,10.86,8.71,5,6,7,8,10.65,-0.75,8.17
GOVERNMENT,376.55,336.12,419.75,330.88,10,11,12,1,365.83,-15.22,364.12
RESIDENT,27.85,28.88,34.1,28.31,10,11,12,1,29.79,0.15,36.43
RESIDENT,28.74,46.56,26.88,35.61,2,3,4,5,34.45,2.29,27.41
RESIDENT,37.86,32.82,28.71,27.26,6,7,8,9,31.66,-3.53,25.65
RESIDENT,6.19,13.97,14.74,14.16,1,2,3,4,12.27,2.66,17.67
ORGANIZATION,78.32,104.09,91.2,93.44,2,3,4,5,91.76,5.04,111.73
RESIDENT,20.21,20.7,25.32,26.98,1,2,3,4,23.3,2.26,29.86
RESIDENT,31.02,58.77,54.0,40.49,2,3,4,5,46.07,3.16,47.59
ORGANIZATION,134.72,99.17,84.92,68.29,7,8,9,10,96.78,-22.14,49.62
RESIDENT,5.5,13.35,14.35,14.84,1,2,3,4,12.01,3.11,13.72
RESIDENT,21.69,26.24,27.91,26.86,2,3,4,5,25.68,1.72,29.05
ORGANIZATION,79.41,89.61,63.57,87.49,11,12,1,2,80.02,2.69,90.58
RESIDENT,2.36,0.5,4.98,3.76,11,12,1,2,2.9,0.47,3.99
GOVERNMENT,136.9,120.29,192.24,173.98,4,5,6,7,155.85,12.36,175.36
RESIDENT,39.29,41.81,22.47,22.19,5,6,7,8,31.44,-5.7,17.63
RESIDENT,17.71,19.23,11.49,15.25,9,10,11,12,15.92,-0.82,13.9
RESIDENT,16.98,15.35,5.22,7.56,7,8,9,10,11.28,-3.14,4.36
RESIDENT,5.42,9.11,5.09,16.99,12,1,2,3,9.15,3.86,18.88
RESIDENT,22.42,22.77,30.18,33.46,2,3,4,5,27.21,3.68,28.43
RESIDENT,23.4,27.29,26.72,29.82,4,5,6,7,26.81,2.14,24.9
RESIDENT,27.18,26.63,28.06,33.64,10,11,12,1,28.88,2.15,33.41
RESIDENT,22.93,16.96,15.77,13.02,6,7,8,9,17.17,-3.3,10.81
RESIDENT,16.67,12.15,12.81,8.76,8,9,10,11,12.6,-2.64,6.83
RESIDENT,26.81,34.85,34.59,31.45,3,4,5,6,31.93,1.55,29.8
RESIDENT,10.12,18.86,15.94,19.2,12,1,2,3,16.03,3.03,18.51
FACTORY,1254.67,1362.26,1351.06,1361.35,10,11,12,1,1332.34,35.56,1530.96
RESIDENT,28.89,28.76,24.5,38.55,10,11,12,1,30.18,3.22,33.78
ORGANIZATION,100.87,88.84,67.16,87.23,9,10,11,12,86.03,-4.55,100.76
RESIDENT,27.35,28.32,20.88,15.6,7,8,9,10,23.04,-3.92,17.73
FACTORY,1811.25,1715.6,1586.13,1431.26,6,7,8,9,1636.06,-126.66,1415.16
RESIDENT,7.96,6.48,3.08,8.43,9,10,11,12,6.49,0.16,6.18
RESIDENT,26.85,25.85,27.77,33.38,1,2,3,4,28.46,2.18,34.15
PUBLIC_SERVICE,122.47,118.74,148.8,119.55,2,3,4,5,127.39,-0.97,141.1
PUBLIC_SERVICE,98.59,96.63,66.89,67.35,8,9,10,11,82.37,-10.41,73.84
ORGANIZATION,90.78,71.95,108.71,48.26,5,6,7,8,79.92,-14.17,41.1
FACTORY,397.88,579.86,664.99,618.12,1,2,3,4,565.21,73.41,719.15
RESIDENT,37.76,36.59,46.58,31.91,5,6,7,8,38.21,-1.95,28.94
PUBLIC_SERVICE,56.16,85.94,75.85,43.49,7,8,9,10,65.36,-4.22,43.94
GOVERNMENT,478.65,466.81,489.09,443.73,5,6,7,8,469.57,-11.64,456.28
RESIDENT,41.92,28.96,21.75,32.41,10,11,12,1,31.26,-3.17,30.04
RESIDENT,37.74,41.65,41.3,37.71,2,3,4,5,39.6,-0.01,39.85
ORGANIZATION,104.28,78.29,101.0,122.71,11,12,1,2,101.57,6.14,127.69
RESIDENT,9.78,19.38,18.64,24.45,12,1,2,3,18.06,4.89,26.23
RESIDENT,11.81,19.17,17.83,16.04,3,4,5,6,16.21,1.41,15.61
RESIDENT,38.01,38.5,34.65,35.55,3,4,5,6,36.68,-0.82,47.76
GOVERNMENT,394.54,350.74,371.04,307.88,7,8,9,10,356.05,-28.89,332.11
ORGANIZATION,116.54,84.89,94.2,96.27,6,7,8,9,97.97,-6.76,85.87
RESIDENT,28.26,29.75,27.36,26.54,5,6,7,8,27.98,-0.57,17.89
RESIDENT,34.44,28.96,33.14,27.75,4,5,6,7,31.07,-2.23,32.91
PUBLIC_SERVICE,34.13,39.75,51.77,58.4,2,3,4,5,46.01,8.09,63.9
PUBLIC_SERVICE,116.09,121.81,132.13,158.99,2,3,4,5,132.25,14.3,127.98
RESIDENT,24.19,30.74,19.46,22.24,4,5,6,7,24.16,-0.65,18.27
ORGANIZATION,159.88,138.18,163.38,173.01,11,12,1,2,158.61,4.38,150.2
ORGANIZATION,196.62,192.69,205.57,143.53,6,7,8,9,184.6,-17.7,130.22
PUBLIC_SERVICE,118.74,148.8,119.55,141.1,3,4,5,6,132.05,7.45,134.05
RESIDENT,37.74,38.09,42.57,36.42,1,2,3,4,38.7,-0.44,42.75
RESIDENT,22.39,21.76,24.57,26.09,10,11,12,1,23.7,1.23,30.04
RESIDENT,6.28,7.3,7.03,10.77,10,11,12,1,7.84,1.5,10.61
GOVERNMENT,305.7,437.01,325.1,408.71,1,2,3,4,369.13,34.34,308.1
RESIDENT,27.35,33.33,36.82,28.66,4,5,6,7,31.54,0.44,31.73
RESIDENT,24.79,26.93,28.7,35.65,12,1,2,3,29.02,3.62,34.12
RESIDENT,11.3,9.73,3.65,2.28,7,8,9,10,6.74,-3.01,9.45
RESIDENT,28.2,36.03,39.85,42.57,1,2,3,4,36.66,4.79,43.64
RESIDENT,31.74,34.1,29.83,33.64,8,9,10,11,32.33,0.63,28.55
FACTORY,1214.51,1118.77,1070.49,1456.81,7,8,9,10,1215.14,80.77,1351.92
RESIDENT,27.05,24.71,28.1,34.94,1,2,3,4,28.7,2.63,31.55
GOVERNMENT,74.67,102.37,79.61,53.36,10,11,12,1,77.5,-7.1,176.04
RESIDENT,29.68,28.18,28.39,32.76,9,10,11,12,29.75,1.03,32.81
RESIDENT,10.18,10.78,18.21,14.94,12,1,2,3,13.53,1.59,11.63
RESIDENT,17.63,14.27,13.8,11.3,8,9,10,11,14.25,-2.11,18.78
FACTORY,444.08,481.77,525.92,564.6,9,10,11,12,504.09,40.17,391.47
RESIDENT,27.06,26.82,26.6,26.0,8,9,10,11,26.62,-0.35,24.19
ORGANIZATION,155.62,153.2,198.52,136.83,4,5,6,7,161.04,-6.26,172.19
GOVERNMENT,369.04,405.07,467.32,398.7,1,2,3,4,410.03,9.89,545.65
RESIDENT,14.27,12.5,10.01,11.18,9,10,11,12,11.99,-1.03,11.86
RESIDENT,29.21,25.81,31.84,41.67,1,2,3,4,32.13,4.15,34.89
RESIDENT,4.14,0.5,8.71,5.31,10,11,12,1,4.67,0.39,8.36
RESIDENT,28.2,35.05,34.27,41.1,1,2,3,4,34.66,4.3,41.98
RESIDENT,15.49,11.0,16.51,12.83,2,3,4,5,13.96,-0.89,11.56
RESIDENT,11.92,7.55,16.6,15.25,11,12,1,2,12.83,1.11,16.23
PUBLIC_SERVICE,121.81,132.13,158.99,127.98,3,4,5,6,135.23,2.06,141.66
FACTORY,1907.47,2067.11,2108.17,2185.8,2,3,4,5,2067.14,92.78,2233.47
RESIDENT,21.88,18.83,27.47,17.96,10,11,12,1,21.53,-1.31,29.41
RESIDENT,20.02,18.0,14.82,14.08,9,10,11,12,16.73,-1.98,29.12
RESIDENT,13.42,9.62,7.1,6.07,7,8,9,10,9.05,-2.45,8.43
RESIDENT,23.04,24.0,16.19,13.78,5,6,7,8,19.25,-3.09,13.87
GOVERNMENT,122.38,90.71,80.3,99.85,9,10,11,12,98.31,-7.51,145.2
RESIDENT,7.82,14.17,20.13,15.02,12,1,2,3,14.29,2.4,16.47
GOVERNMENT,383.59,388.32,388.09,439.67,10,11,12,1,399.92,18.69,404.6
RESIDENT,20.88,20.53,22.21,21.87,2,3,4,5,21.37,0.33,22.13
FACTORY,1811.61,1609.55,1751.81,1619.86,4,5,6,7,1698.21,-63.92,1676.64
FACTORY,967.57,1107.8,1009.21,1025.09,10,11,12,1,1027.42,19.17,1228.21
RESIDENT,27.68,26.57,35.28,38.01,12,1,2,3,31.88,3.44,38.5
RESIDENT,28.78,34.46,35.2,32.4,1,2,3,4,32.71,1.21,36.05
GOVERNMENT,235.24,202.91,217.49,190.03,6,7,8,9,211.42,-15.07,172.46
RESIDENT,38.06,35.85,37.86,32.82,4,5,6,7,36.15,-1.75,28.71
RESIDENT,16.19,18.29,13.71,15.26,5,6,7,8,15.86,-0.31,13.44
RESIDENT,31.39,30.13,24.35,28.94,5,6,7,8,28.7,-0.82,29.94
RESIDENT,38.24,33.57,38.43,33.07,5,6,7,8,35.83,-1.72,27.45
GOVERNMENT,157.24,217.16,209.5,254.64,2,3,4,5,209.63,32.47,215.1
RESIDENT,26.06,42.44,36.77,36.9,12,1,2,3,35.54,3.61,40.33
RESIDENT,21.98,25.05,22.96,27.83,8,9,10,11,24.46,1.95,35.91
RESIDENT,19.46,15.03,13.83,14.82,6,7,8,9,15.79,-1.55,17.68
PUBLIC_SERVICE,122.1,132.64,144.09,133.42,6,7,8,9,133.06,3.77,120.06
GOVERNMENT,380.13,331.2,266.87,282.77,5,6,7,8,315.24,-32.45,270.33
RESIDENT,27.3,23.77,16.61,19.18,7,8,9,10,21.72,-2.71,10.57
RESIDENT,14.55,17.8,14.81,11.96,8,9,10,11,14.78,-0.86,9.46
RESIDENT,25.46,20.32,21.95,18.56,7,8,9,10,21.57,-2.3,22.29
RESIDENT,25.37,26.36,24.22,18.68,6,7,8,9,23.66,-2.23,17.4
RESIDENT,47.33,44.69,40.54,37.37,3,4,5,6,42.48,-3.32,37.76
RESIDENT,2.49,12.01,16.48,4.88,2,3,4,5,8.96,0.8,12.79
RESIDENT,36.33,38.56,34.96,29.93,4,5,6,7,34.95,-2.13,31.25
PUBLIC_SERVICE,110.51,144.42,118.89,104.14,3,4,5,6,119.49,-2.12,74.62
RESIDENT,4.25,7.1,8.25,11.04,10,11,12,1,7.66,2.26,14.37
RESIDENT,27.3,25.27,24.15,21.55,6,7,8,9,24.57,-1.92,18.43
RESIDENT,27.37,21.98,20.08,24.31,9,10,11,12,23.44,-1.02,18.43
ORGANIZATION,125.87,123.01,118.79,144.8,1,2,3,4,128.12,6.31,147.85
RESIDENT,27.05,26.88,30.35,25.85,6,7,8,9,27.53,-0.4,13.99
GOVERNMENT,439.67,404.6,439.59,482.19,1,2,3,4,441.51,14.17,460.54
PUBLIC_SERVICE,100.48,91.83,92.08,102.23,9,10,11,12,96.66,0.58,95.32
GOVERNMENT,79.28,61.59,130.12,70.29,10,11,12,1,85.32,-3.0,112.62
RESIDENT,11.56,19.45,16.17,19.14,2,3,4,5,16.58,2.53,23.67
RESIDENT,21.22,19.64,22.84,13.21,4,5,6,7,19.23,-2.67,8.13
